iter	Passed	Remaining
2589	65843	188379
2590	65867	188349
2591	65892	188323
2592	65919	188302
2593	65945	188276
2594	65972	188256
2595	65995	188225
2596	66018	188192
2597	66043	188166
2598	66068	188140
2599	66094	188113
2600	66118	188086
2601	66144	188060
2602	66169	188034
2603	66193	188006
2604	66217	187977
2605	66242	187951
2606	66265	187917
2607	66289	187888
2608	66314	187862
2609	66341	187839
2610	66367	187815
2611	66388	187778
2612	66410	187744
2613	66435	187716
2614	66457	187681
2615	66482	187654
2616	66505	187622
2617	66528	187591
2618	66554	187568
2619	66583	187550
2620	66607	187523
2621	66630	187491
2622	66654	187460
2623	66676	187424
2624	66701	187398
2625	66725	187369
2626	66752	187349
2627	66776	187320
2628	66800	187290
2629	66824	187261
2630	66847	187230
2631	66871	187199
2632	66892	187162
2633	66917	187134
2634	66941	187104
2635	66964	187073
2636	66985	187036
2637	67013	187017
2638	67036	186987
2639	67063	186964
2640	67090	186945
2641	67115	186916
2642	67136	186879
2643	67161	186854
2644	67186	186826
2645	67212	186802
2646	67238	186780
2647	67262	186749
2648	67286	186720
2649	67311	186694
2650	67337	186671
2651	67361	186640
2652	67385	186611
2653	67409	186582
2654	67434	186555
2655	67458	186525
2656	67485	186505
2657	67511	186481
2658	67533	186448
2659	67556	186414
2660	67579	186384
2661	67603	186355
2662	67630	186331
2663	67654	186304
2664	67680	186279
2665	67705	186253
2666	67729	186225
2667	67754	186197
2668	67781	186175
2669	67806	186149
2670	67827	186114
2671	67851	186084
2672	67877	186060
2673	67901	186030
2674	67923	185996
2675	67945	185962
2676	67971	185938
2677	67997	185913
2678	68023	185890
2679	68047	185860
2680	68071	185831
2681	68096	185805
2682	68119	185772
2683	68142	185742
2684	68167	185714
2685	68189	185679
2686	68208	185637
2687	68232	185609
2688	68257	185581
2689	68280	185550
2690	68307	185530
2691	68332	185501
2692	68357	185476
2693	68383	185452
2694	68406	185420
2695	68431	185395
2696	68454	185363
2697	68475	185324
2698	68497	185289
2699	68517	185251
2700	68543	185227
2701	68570	185205
2702	68594	185176
2703	68616	185143
2704	68640	185114
2705	68661	185077
2706	68686	185049
2707	68710	185021
2708	68736	184996
2709	68759	184966
2710	68782	184932
2711	68808	184909
2712	68833	184883
2713	68856	184850
2714	68882	184829
2715	68907	184802
2716	68939	184793
2717	68962	184763
2718	68988	184738
2719	69009	184703
2720	69033	184674
2721	69058	184647
2722	69083	184620
2723	69109	184596
2724	69133	184566
2725	69155	184534
2726	69178	184501
2727	69199	184464
2728	69226	184443
2729	69251	184417
2730	69275	184388
2731	69301	184364
2732	69326	184337
2733	69349	184306
2734	69375	184283
2735	69400	184255
2736	69421	184220
2737	69447	184196
2738	69475	184176
2739	69498	184144
2740	69525	184123
2741	69549	184096
2742	69575	184071
2743	69599	184043
2744	69622	184012
2745	69649	183989
2746	69673	183961
2747	69695	183927
2748	69719	183899
2749	69742	183865
2750	69764	183831
2751	69789	183806
2752	69814	183779
2753	69834	183740
2754	69858	183711
2755	69881	183679
2756	69903	183644
2757	69930	183625
2758	69955	183597
2759	69979	183570
2760	70004	183544
2761	70027	183511
2762	70050	183479
2763	70073	183448
2764	70100	183428
2765	70124	183397
2766	70150	183375
2767	70176	183352
2768	70200	183323
2769	70225	183295
2770	70251	183272
2771	70276	183245
2772	70301	183220
2773	70325	183191
2774	70350	183165
2775	70376	183140
2776	70401	183115
2777	70424	183084
2778	70449	183057
2779	70474	183032
2780	70496	182998
2781	70522	182972
2782	70545	182941
2783	70568	182911
2784	70594	182885
2785	70615	182850
2786	70639	182821
2787	70666	182800
2788	70691	182774
2789	70716	182747
2790	70741	182720
2791	70763	182688
2792	70788	182662
2793	70812	182633
2794	70841	182616
2795	70863	182583
2796	70887	182553
2797	70911	182524
2798	70939	182505
2799	70961	182472
2800	70988	182452
2801	71015	182429
2802	71044	182414
2803	71067	182381
2804	71096	182366
2805	71119	182336
2806	71141	182302
2807	71167	182277
2808	71292	182507
2809	71711	183488
2810	71760	183524
2811	71822	183591
2812	71878	183643
2813	71942	183717
2814	71989	183746
2815	72031	183761
2816	72065	183757
2817	72100	183756
2818	72133	183749
2819	72167	183746
2820	72203	183745
2821	72235	183737
2822	72269	183732
2823	72299	183717
2824	72331	183709
2825	72358	183686
2826	72388	183672
2827	72417	183655
2828	72441	183626
2829	72467	183601
2830	72499	183591
2831	72525	183567
2832	72548	183535
2833	72574	183511
2834	72598	183481
2835	72624	183457
2836	72647	183424
2837	72672	183396
2838	72698	183373
2839	72721	183341
2840	72749	183320
2841	72776	183299
2842	72805	183280
2843	72830	183254
2844	72859	183237
2845	72885	183213
2846	72913	183192
2847	72939	183168
2848	72968	183151
2849	72998	183136
2850	73027	183118
2851	73054	183098
2852	73081	183074
2853	73103	183041
2854	73131	183021
2855	73156	182992
2856	73181	182966
2857	73207	182941
2858	73237	182927
2859	73265	182908
2860	73293	182887
2861	73316	182854
2862	73344	182836
2863	73369	182809
2864	73398	182791
2865	73428	182777
2866	73455	182755
2867	73480	182728
2868	73508	182708
2869	73533	182681
2870	73562	182663
2871	73587	182636
2872	73611	182606
2873	73636	182579
2874	73661	182552
2875	73688	182530
2876	73714	182506
2877	73739	182479
2878	73770	182465
2879	73799	182447
2880	73824	182421
2881	73850	182397
2882	73877	182374
2883	73903	182350
2884	73930	182327
2885	73960	182314
2886	73990	182298
2887	74017	182275
2888	74043	182249
2889	74086	182267
2890	74117	182256
2891	74145	182234
2892	74174	182217
2893	74202	182199
2894	74230	182177
2895	74262	182167
2896	74288	182144
2897	74317	182126
2898	74344	182103
2899	74372	182084
2900	74400	182065
2901	74427	182041
2902	74454	182018
2903	74478	181991
2904	74503	181962
2905	74527	181933
2906	74551	181903
2907	74577	181879
2908	74602	181852
2909	74627	181823
2910	74652	181797
2911	74676	181767
2912	74702	181742
2913	74727	181715
2914	74753	181691
2915	74781	181671
2916	74806	181643
2917	74833	181621
2918	74858	181594
2919	74883	181566
2920	74904	181530
2921	74932	181510
2922	74956	181480
2923	74978	181444
2924	75001	181414
2925	75026	181385
2926	75053	181365
2927	75075	181330
2928	75099	181299
2929	75124	181273
2930	75152	181252
2931	75176	181224
2932	75198	181189
2933	75221	181158
2934	75247	181132
2935	75271	181103
2936	75295	181073
2937	75320	181047
2938	75344	181015
2939	75370	180992
2940	75400	180976
2941	75425	180949
2942	75452	180926
2943	75474	180892
2944	75501	180869
2945	75527	180846
2946	75554	180822
2947	75577	180792
2948	75603	180766
2949	75625	180731
2950	75650	180703
2951	75674	180675
2952	75701	180653
2953	75725	180623
2954	75751	180598
2955	75779	180579
2956	75806	180555
2957	75828	180521
2958	75852	180493
2959	75879	180470
2960	75902	180438
2961	75928	180414
2962	75955	180391
2963	75978	180359
2964	76001	180326
2965	76024	180294
2966	76048	180266
2967	76074	180241
2968	76099	180214
2969	76122	180182
2970	76148	180156
2971	76171	180126
2972	76197	180101
2973	76223	180075
2974	76248	180049
2975	76273	180020
2976	76299	179996
2977	76327	179975
2978	76352	179949
2979	76375	179918
2980	76401	179893
2981	76426	179866
2982	76451	179838
2983	76474	179808
2984	76498	179777
2985	76525	179754
2986	76553	179735
2987	76579	179709
2988	76601	179676
2989	76625	179646
2990	76647	179613
2991	76669	179579
2992	76698	179561
2993	76723	179532
2994	76747	179504
2995	76773	179479
2996	76798	179451
2997	76821	179420
2998	76847	179395
2999	76869	179362
3000	76893	179332
3001	76919	179307
3002	76943	179279
3003	76968	179252
3004	76995	179228
3005	77021	179203
3006	77042	179168
3007	77065	179135
3008	77087	179102
3009	77111	179073
3010	77137	179047
3011	77161	179018
3012	77185	178990
3013	77211	178965
3014	77237	178940
3015	77259	178906
3016	77284	178879
3017	77309	178851
3018	77334	178823
3019	77357	178792
3020	77380	178761
3021	77404	178733
3022	77434	178715
3023	77457	178684
3024	77481	178656
3025	77503	178621
3026	77529	178596
3027	77550	178560
3028	77574	178532
3029	77600	178506
3030	77623	178475
3031	77651	178454
3032	77677	178429
3033	77702	178403
3034	77727	178376
3035	77752	178348
3036	77776	178320
3037	77801	178293
3038	77824	178260
3039	77851	178238
3040	77875	178210
3041	77902	178186
3042	77926	178158
3043	77949	178125
3044	77974	178098
3045	77997	178068
3046	78024	178045
3047	78048	178015
3048	78073	177989
3049	78100	177965
3050	78125	177938
3051	78152	177916
3052	78176	177887
3053	78199	177856
3054	78222	177824
3055	78246	177794
3056	78271	177768
3057	78297	177743
3058	78321	177715
3059	78345	177685
3060	78368	177655
3061	78395	177631
3062	78421	177607
3063	78446	177579
3064	78466	177542
3065	78491	177515
3066	78514	177484
3067	78538	177453
3068	78567	177436
3069	78595	177415
3070	78622	177393
3071	78644	177359
3072	78670	177334
3073	78694	177305
3074	78720	177280
3075	78747	177258
3076	78775	177239
3077	78799	177210
3078	78824	177181
3079	78850	177157
3080	78874	177127
3081	78898	177099
3082	78923	177073
3083	78949	177047
3084	78974	177020
3085	78999	176994
3086	79023	176964
3087	79050	176941
3088	79073	176910
3089	79100	176888
3090	79127	176865
3091	79152	176838
3092	79179	176816
3093	79205	176790
3094	79229	176762
3095	79256	176740
3096	79282	176714
3097	79305	176684
3098	79329	176655
3099	79354	176627
3100	79379	176600
3101	79407	176581
3102	79431	176552
3103	79457	176526
3104	79481	176496
3105	79504	176467
3106	79527	176435
3107	79553	176410
3108	79579	176386
3109	79601	176351
3110	79624	176321
3111	79652	176301
3112	79677	176273
3113	79703	176249
3114	79730	176226
3115	79757	176204
3116	79781	176174
3117	79806	176146
3118	79828	176113
3119	79855	176090
3120	79879	176063
3121	79902	176031
3122	79927	176005
3123	79954	175981
3124	79979	175955
3125	80004	175928
3126	80029	175900
3127	80055	175877
3128	80081	175851
3129	80106	175823
3130	80131	175797
3131	80153	175764
3132	80175	175730
3133	80201	175706
3134	80222	175671
3135	80245	175639
3136	80267	175606
3137	80291	175577
3138	80312	175540
3139	80335	175511
3140	80359	175481
3141	80381	175447
3142	80404	175416
3143	80431	175393
3144	80455	175363
3145	80481	175339
3146	80503	175306
3147	80528	175280
3148	80554	175256
3149	80577	175225
3150	80601	175194
3151	80624	175164
3152	80651	175141
3153	80676	175114
3154	80700	175086
3155	80724	175055
3156	80751	175033
3157	80777	175008
3158	80801	174979
3159	80824	174949
3160	80850	174923
3161	80877	174901
3162	80901	174872
3163	80927	174848
3164	80950	174817
3165	80974	174788
3166	81000	174764
3167	81028	174743
3168	81052	174714
3169	81075	174683
3170	81101	174658
3171	81124	174627
3172	81149	174601
3173	81174	174574
3174	81199	174547
3175	81221	174513
3176	81247	174488
3177	81270	174458
3178	81294	174428
3179	81319	174402
3180	81341	174368
3181	81363	174336
3182	81387	174307
3183	81408	174271
3184	81435	174249
3185	81461	174225
3186	81487	174198
3187	81511	174170
3188	81537	174146
3189	81563	174121
3190	81585	174089
3191	81613	174066
3192	81638	174041
3193	81666	174021
3194	81696	174005
3195	81724	173983
3196	81749	173958
3197	81774	173931
3198	81798	173901
3199	81823	173875
3200	81847	173846
3201	81871	173817
3202	81897	173792
3203	81922	173766
3204	81948	173741
3205	81970	173708
3206	81994	173678
3207	82019	173652
3208	82045	173627
3209	82071	173602
3210	82098	173580
3211	82122	173550
3212	82146	173523
3213	82170	173494
3214	82193	173462
3215	82219	173437
3216	82241	173405
3217	82266	173377
3218	82291	173352
3219	82315	173323
3220	82340	173296
3221	82367	173273
3222	82392	173246
3223	82415	173216
3224	82438	173184
3225	82464	173160
3226	82489	173132
3227	82511	173100
3228	82536	173074
3229	82560	173045
3230	82585	173017
3231	82610	172990
3232	82636	172967
3233	82660	172937
3234	82685	172910
3235	82709	172881
3236	82735	172857
3237	82757	172823
3238	82780	172794
3239	82804	172765
3240	82832	172743
3241	82856	172715
3242	82881	172688
3243	82906	172662
3244	82931	172635
3245	82954	172603
3246	82977	172574
3247	83002	172548
3248	83025	172515
3249	83051	172490
3250	83077	172467
3251	83102	172440
3252	83127	172412
3253	83153	172388
3254	83179	172365
3255	83205	172338
3256	83229	172309
3257	83252	172279
3258	83276	172251
3259	83303	172229
3260	83328	172201
3261	83353	172176
3262	83381	172155
3263	83412	172141
3264	83438	172116
3265	83464	172090
3266	83492	172071
3267	83520	172050
3268	83545	172023
3269	83572	172001
3270	83596	171971
3271	83624	171952
3272	83651	171928
3273	83678	171906
3274	83705	171884
3275	83736	171868
3276	83767	171855
3277	83799	171843
3278	83830	171828
3279	83861	171814
3280	83889	171792
3281	83922	171781
3282	83952	171766
3283	83981	171747
3284	84008	171725
3285	84038	171708
3286	84071	171698
3287	84099	171676
3288	84128	171659
3289	84159	171644
3290	84186	171621
3291	84217	171606
3292	84246	171589
3293	84274	171567
3294	84311	171564
3295	84337	171540
3296	84364	171518
3297	84397	171506
3298	84422	171481
3299	84454	171468
3300	84489	171461
3301	84520	171447
3302	84548	171426
3303	84575	171402
3304	84603	171382
3305	84630	171360
3306	84655	171332
3307	84680	171306
3308	84707	171283
3309	84732	171256
3310	84758	171231
3311	84786	171211
3312	84813	171189
3313	84837	171160
3314	84864	171137
3315	84888	171108
3316	84913	171081
3317	84939	171056
3318	84964	171029
3319	84987	170998
3320	85014	170975
3321	85042	170955
3322	85070	170934
3323	85099	170915
3324	85125	170891
3325	85153	170869
3326	85179	170844
3327	85206	170822
3328	85228	170789
3329	85254	170765
3330	85278	170736
3331	85305	170714
3332	85330	170687
3333	85355	170659
3334	85382	170636
3335	85410	170615
3336	85438	170594
3337	85461	170565
3338	85488	170541
3339	85513	170515
3340	85540	170492
3341	85564	170464
3342	85593	170444
3343	85616	170414
3344	85641	170386
3345	85667	170362
3346	85691	170333
3347	85718	170310
3348	85742	170281
3349	85769	170259
3350	85797	170237
3351	85823	170213
3352	85849	170189
3353	85874	170162
3354	85899	170134
3355	85924	170107
3356	85950	170083
3357	85976	170057
3358	86001	170031
3359	86024	170000
3360	86047	169969
3361	86534	170854
3362	86598	170904
3363	86656	170943
3364	86709	170970
3365	86790	171054
3366	86850	171095
3367	86882	171081
3368	86918	171075
3369	86955	171071
3370	86989	171062
3371	87022	171051
3372	87058	171044
3373	87088	171028
3374	87116	171006
3375	87147	170990
3376	87177	170973
3377	87207	170956
3378	87239	170941
3379	87269	170923
3380	87299	170907
3381	87331	170893
3382	87361	170874
3383	87393	170861
3384	87421	170839
3385	87455	170829
3386	87481	170804
3387	87507	170779
3388	87533	170752
3389	87563	170736
3390	87590	170712
3391	87624	170702
3392	87652	170680
3393	87683	170665
3394	87712	170645
3395	87740	170623
3396	87769	170604
3397	87796	170581
3398	87825	170560
3399	87853	170539
3400	87881	170516
3401	87907	170492
3402	87929	170458
3403	87953	170429
3404	87980	170406
3405	88005	170377
3406	88033	170356
3407	88059	170330
3408	88083	170302
3409	88106	170270
3410	88128	170236
3411	88155	170213
3412	88184	170194
3413	88213	170174
3414	88240	170150
3415	88266	170125
3416	88298	170110
3417	88324	170086
3418	88354	170068
3419	88380	170041
3420	88405	170015
3421	88436	169999
3422	88468	169983
3423	88498	169967
3424	88531	169955
3425	88564	169943
3426	88593	169922
3427	88623	169904
3428	88646	169873
3429	88672	169847
3430	88696	169819
3431	88723	169795
3432	88750	169771
3433	88782	169757
3434	88809	169733
3435	88840	169717
3436	88868	169695
3437	88898	169678
3438	88928	169659
3439	88960	169644
3440	88988	169624
3441	89017	169603
3442	89047	169585
3443	89073	169560
3444	89102	169540
3445	89130	169518
3446	89161	169501
3447	89188	169478
3448	89213	169451
3449	89241	169430
3450	89266	169402
3451	89292	169376
3452	89321	169356
3453	89345	169327
3454	89370	169300
3455	89394	169270
3456	89422	169249
3457	89444	169214
3458	89472	169193
3459	89499	169170
3460	89526	169146
3461	89551	169117
3462	89583	169103
3463	89609	169078
3464	89633	169049
3465	89656	169018
3466	89685	168997
3467	89710	168970
3468	89734	168940
3469	89759	168912
3470	89781	168879
3471	89807	168854
3472	89832	168827
3473	89856	168798
3474	89879	168766
3475	89902	168734
3476	89926	168705
3477	89950	168676
3478	89977	168651
3479	90003	168627
3480	90027	168597
3481	90052	168569
3482	90077	168542
3483	90101	168513
3484	90127	168487
3485	90152	168460
3486	90173	168424
3487	90198	168398
3488	90225	168374
3489	90252	168349
3490	90278	168324
3491	90302	168295
3492	90328	168270
3493	90354	168243
3494	90381	168221
3495	90408	168197
3496	90436	168174
3497	90461	168148
3498	90489	168125
3499	90515	168101
3500	90539	168070
3501	90566	168047
3502	90595	168026
3503	90622	168003
3504	90648	167977
3505	90676	167955
3506	90703	167931
3507	90727	167902
3508	90754	167879
3509	90778	167850
3510	90803	167822
3511	90830	167798
3512	90853	167767
3513	90882	167747
3514	90905	167716
3515	90928	167684
3516	90956	167663
3517	90982	167637
3518	91007	167609
3519	91031	167581
3520	91056	167553
3521	91079	167521
3522	91105	167497
3523	91133	167474
3524	91159	167449
3525	91188	167428
3526	91214	167403
3527	91240	167378
3528	91268	167354
3529	91293	167328
3530	91318	167300
3531	91344	167274
3532	91369	167248
3533	91394	167220
3534	91419	167192
3535	91444	167165
3536	91470	167140
3537	91500	167121
3538	91523	167091
3539	91549	167064
3540	91574	167037
3541	91598	167008
3542	91624	166983
3543	91649	166955
3544	91676	166930
3545	91700	166903
3546	91727	166878
3547	91752	166851
3548	91779	166826
3549	91806	166802
3550	91834	166781
3551	91862	166760
3552	91885	166728
3553	91907	166696
3554	91930	166664
3555	91953	166632
3556	91975	166599
3557	92001	166574
3558	92023	166542
3559	92048	166515
3560	92073	166487
3561	92096	166455
3562	92130	166444
3563	92160	166426
3564	92188	166404
3565	92214	166378
3566	92238	166350
3567	92264	166324
3568	92294	166306
3569	92318	166277
3570	92345	166252
3571	92368	166222
3572	92396	166200
3573	92420	166170
3574	92445	166143
3575	92472	166120
3576	92499	166096
3577	92526	166071
3578	92553	166047
3579	92576	166016
3580	92600	165987
3581	92626	165962
3582	92652	165936
3583	92676	165906
3584	92702	165882
3585	92729	165857
3586	92754	165829
3587	92780	165805
3588	92809	165785
3589	92845	165777
3590	92873	165755
3591	92899	165730
3592	92925	165704
3593	92951	165678
3594	92978	165654
3595	93005	165630
3596	93033	165608
3597	93056	165577
3598	93082	165551
3599	93106	165523
3600	93131	165496
3601	93158	165470
3602	93184	165445
3603	93205	165411
3604	93231	165386
3605	93259	165362
3606	93280	165329
3607	93305	165302
3608	93330	165274
3609	93356	165249
3610	93379	165218
3611	93404	165190
3612	93430	165164
3613	93454	165136
3614	93479	165107
3615	93508	165087
3616	93530	165054
3617	93554	165026
3618	93580	165001
3619	93607	164976
3620	93632	164949
3621	93657	164922
3622	93684	164897
3623	93711	164873
3624	93736	164847
3625	93762	164820
3626	93789	164796
3627	93816	164773
3628	93841	164746
3629	93868	164721
3630	93892	164693
3631	93916	164664
3632	93939	164633
3633	93960	164599
3634	93983	164568
3635	94008	164540
3636	94033	164513
3637	94053	164477
3638	94080	164453
3639	94103	164421
3640	94130	164398
3641	94153	164368
3642	94178	164340
3643	94199	164306
3644	94223	164277
3645	94251	164254
3646	94274	164224
3647	94300	164198
3648	94326	164172
3649	94353	164148
3650	94377	164119
3651	94400	164088
3652	94429	164068
3653	94458	164048
3654	94485	164025
3655	94511	163999
3656	94541	163980
3657	94567	163954
3658	94591	163925
3659	94618	163901
3660	94643	163874
3661	94667	163844
3662	94691	163816
3663	94714	163786
3664	94738	163756
3665	94763	163729
3666	94790	163705
3667	94815	163677
3668	94840	163650
3669	94866	163624
3670	94893	163602
3671	94919	163575
3672	94947	163553
3673	94970	163523
3674	94999	163502
3675	95025	163476
3676	95050	163449
3677	95076	163423
3678	95102	163398
3679	95125	163367
3680	95148	163336
3681	95174	163312
3682	95202	163288
3683	95229	163264
3684	95254	163237
3685	95277	163208
3686	95303	163181
3687	95329	163155
3688	95356	163132
3689	95380	163102
3690	95403	163072
3691	95430	163049
3692	95458	163025
3693	95484	163001
3694	95512	162978
3695	95538	162953
3696	95562	162923
3697	95585	162893
3698	95611	162868
3699	95638	162844
3700	95663	162816
3701	95687	162787
3702	95713	162761
3703	95738	162734
3704	95759	162701
3705	95781	162668
3706	95806	162640
3707	95828	162608
3708	95854	162582
3709	95881	162558
3710	95906	162531
3711	95929	162501
3712	95956	162476
3713	95980	162448
3714	96009	162427
3715	96030	162394
3716	96056	162367
3717	96078	162336
3718	96103	162309
3719	96125	162276
3720	96149	162246
3721	96177	162224
3722	96202	162198
3723	96225	162167
3724	96252	162142
3725	96276	162115
3726	96300	162086
3727	96326	162060
3728	96350	162031
3729	96374	162002
3730	96400	161975
3731	96424	161947
3732	96450	161922
3733	96477	161897
3734	96498	161864
3735	96521	161834
3736	96545	161803
3737	96570	161778
3738	96595	161751
3739	96619	161722
3740	96642	161690
3741	96667	161663
3742	96690	161632
3743	96718	161610
3744	96743	161584
3745	96766	161553
3746	96790	161524
3747	96819	161502
3748	96846	161479
3749	96873	161455
3750	96899	161431
3751	96927	161408
3752	96951	161379
3753	96976	161351
3754	96999	161322
3755	97024	161294
3756	97050	161268
3757	97075	161241
3758	97098	161211
3759	97123	161183
3760	97148	161156
3761	97170	161124
3762	97195	161096
3763	97219	161068
3764	97243	161038
3765	97269	161013
3766	97294	160986
3767	97322	160964
3768	97349	160939
3769	97376	160917
3770	97403	160892
3771	97429	160867
3772	97453	160838
3773	97476	160808
3774	97501	160779
3775	97529	160758
3776	97553	160729
3777	97577	160700
3778	97601	160671
3779	97626	160644
3780	97650	160615
3781	97676	160589
3782	97705	160568
3783	97732	160545
3784	97755	160515
3785	97779	160487
3786	97804	160459
3787	97830	160434
3788	97857	160410
3789	97882	160382
3790	97903	160348
3791	97928	160322
3792	97953	160294
3793	97980	160270
3794	98005	160243
3795	98030	160215
3796	98053	160185
3797	98078	160158
3798	98104	160133
3799	98129	160106
3800	98151	160074
3801	98177	160048
3802	98204	160024
3803	98229	159997
3804	98255	159971
3805	98281	159945
3806	98306	159919
3807	98330	159890
3808	98356	159864
3809	98383	159841
3810	98408	159814
3811	98432	159784
3812	98458	159759
3813	98483	159731
3814	98509	159706
3815	98535	159681
3816	98560	159653
3817	98585	159626
3818	98609	159598
3819	98633	159568
3820	98655	159537
3821	98679	159509
3822	98701	159477
3823	98722	159443
3824	98744	159411
3825	98768	159382
3826	98792	159353
3827	98814	159322
3828	98838	159292
3829	98860	159261
3830	98884	159232
3831	98909	159204
3832	98931	159173
3833	98955	159144
3834	98977	159112
3835	99004	159087
3836	99025	159054
3837	99051	159029
3838	99078	159005
3839	99105	158982
3840	99132	158957
3841	99161	158937
3842	99186	158909
3843	99209	158879
3844	99230	158845
3845	99249	158809
3846	99275	158783
3847	99296	158751
3848	99318	158719
3849	99340	158687
3850	99363	158656
3851	99383	158621
3852	99408	158594
3853	99433	158567
3854	99456	158537
3855	99484	158514
3856	99509	158487
3857	99533	158458
3858	99558	158431
3859	99581	158402
3860	99607	158375
3861	99630	158346
3862	99656	158320
3863	99678	158288
3864	99703	158261
3865	99728	158234
3866	99752	158206
3867	99779	158182
3868	99803	158152
3869	99825	158121
3870	99851	158095
3871	99875	158067
3872	99898	158037
3873	99924	158012
3874	99948	157982
3875	99973	157955
3876	100000	157932
3877	100025	157905
3878	100050	157878
3879	100076	157852
3880	100103	157829
3881	100126	157798
3882	100149	157768
3883	100174	157740
3884	100198	157712
3885	100222	157683
3886	100248	157658
3887	100276	157635
3888	100302	157610
3889	100323	157578
3890	100350	157554
3891	100377	157529
3892	100404	157505
3893	100426	157474
3894	100451	157447
3895	100477	157421
3896	100500	157391
3897	100524	157362
3898	100548	157334
3899	100573	157307
3900	100598	157279
3901	100623	157253
3902	100648	157225
3903	100675	157201
3904	100701	157177
3905	100726	157149
3906	100754	157126
3907	100779	157100
3908	100806	157077
3909	100829	157047
3910	100856	157022
3911	100883	156999
3912	100909	156973
3913	101427	157712
3914	101477	157723
3915	101533	157744
3916	101592	157770
3917	101644	157785
3918	101699	157804
3919	101755	157824
3920	101814	157850
3921	101847	157835
3922	101886	157829
3923	101916	157809
3924	101950	157796
3925	101981	157777
3926	102017	157767
3927	102049	157750
3928	102083	157736
3929	102116	157722
3930	102150	157708
3931	102180	157688
3932	102206	157662
3933	102235	157641
3934	102261	157615
3935	102293	157597
3936	102317	157570
3937	102350	157553
3938	102380	157533
3939	102411	157516
3940	102440	157494
3941	102466	157469
3942	102494	157445
3943	102523	157423
3944	102549	157398
3945	102575	157372
3946	102604	157351
3947	102633	157329
3948	102659	157303
3949	102689	157284
3950	102716	157259
3951	102743	157235
3952	102768	157207
3953	102794	157181
3954	102820	157155
3955	102844	157126
3956	102867	157096
3957	102896	157074
3958	102920	157044
3959	102945	157018
3960	102972	156992
3961	102997	156966
3962	103026	156944
3963	103050	156916
3964	103076	156890
3965	103103	156865
3966	103130	156840
3967	103156	156814
3968	103180	156785
3969	103207	156761
3970	103235	156737
3971	103258	156708
3972	103284	156681
3973	103309	156654
3974	103331	156622
3975	103359	156599
3976	103389	156578
3977	103414	156551
3978	103445	156532
3979	103475	156513
3980	103505	156492
3981	103533	156471
3982	103560	156445
3983	103585	156418
3984	103614	156397
3985	103646	156379
3986	103670	156351
3987	103696	156324
3988	103729	156309
3989	103759	156289
3990	103786	156265
3991	103814	156242
3992	103842	156219
3993	103870	156195
3994	103902	156178
3995	103926	156149
3996	103954	156126
3997	103980	156101
3998	104007	156075
3999	104034	156052
4000	104063	156029
4001	104089	156004
4002	104115	155978
4003	104143	155955
4004	104171	155931
4005	104198	155906
4006	104224	155882
4007	104252	155859
4008	104279	155834
4009	104305	155808
4010	104329	155778
4011	104354	155751
4012	104379	155724
4013	104404	155696
4014	104430	155671
4015	104454	155641
4016	104478	155612
4017	104505	155588
4018	104531	155561
4019	104559	155538
4020	104585	155513
4021	104615	155492
4022	104640	155465
4023	104667	155440
4024	104693	155414
4025	104717	155386
4026	104746	155364
4027	104771	155336
4028	104794	155305
4029	104819	155278
4030	104845	155252
4031	104868	155221
4032	104890	155190
4033	104915	155163
4034	104938	155131
4035	104964	155105
4036	104992	155083
4037	105017	155056
4038	105044	155031
4039	105072	155007
4040	105097	154980
4041	105123	154954
4042	105151	154931
4043	105177	154904
4044	105198	154872
4045	105223	154844
4046	105253	154823
4047	105277	154796
4048	105301	154766
4049	105327	154740
4050	105354	154715
4051	105378	154686
4052	105404	154661
4053	105430	154635
4054	105456	154608
4055	105479	154577
4056	105503	154549
4057	105529	154523
4058	105555	154497
4059	105580	154470
4060	105606	154444
4061	105631	154416
4062	105654	154386
4063	105679	154358
4064	105705	154331
4065	105729	154303
4066	105754	154276
4067	105779	154249
4068	105804	154221
4069	105830	154195
4070	105857	154170
4071	105884	154146
4072	105909	154119
4073	105934	154090
4074	105962	154067
4075	105987	154040
4076	106016	154018
4077	106042	153992
4078	106069	153968
4079	106093	153939
4080	106117	153911
4081	106140	153880
4082	106163	153850
4083	106191	153826
4084	106218	153802
4085	106242	153773
4086	106266	153743
4087	106292	153718
4088	106318	153692
4089	106346	153668
4090	106372	153643
4091	106396	153614
4092	106422	153588
4093	106449	153563
4094	106476	153539
4095	106503	153515
4096	106528	153486
4097	106550	153455
4098	106574	153426
4099	106598	153398
4100	106622	153368
4101	106648	153343
4102	106677	153321
4103	106702	153294
4104	106730	153270
4105	106755	153243
4106	106780	153215
4107	106805	153187
4108	106829	153159
4109	106855	153133
4110	106879	153104
4111	106904	153077
4112	106929	153049
4113	106954	153022
4114	106983	153000
4115	107005	152969
4116	107035	152949
4117	107060	152921
4118	107088	152897
4119	107113	152870
4120	107138	152842
4121	107165	152819
4122	107190	152791
4123	107214	152762
4124	107240	152736
4125	107267	152711
4126	107293	152686
4127	107319	152660
4128	107347	152637
4129	107371	152607
4130	107399	152584
4131	107422	152555
4132	107449	152530
4133	107475	152503
4134	107501	152478
4135	107525	152448
4136	107551	152422
4137	107577	152397
4138	107602	152369
4139	107631	152348
4140	107657	152322
4141	107683	152296
4142	107711	152272
