iter	RMSE
295	0.1665657958
296	0.1665639786
297	0.1665622447
298	0.1665598725
299	0.1665580814
300	0.1665563139
301	0.1665544788
302	0.1665529284
303	0.1665500862
304	0.1665486007
305	0.1665461737
306	0.1665445026
307	0.1665426395
308	0.1665410238
309	0.1665395894
310	0.1665382244
311	0.1665373701
312	0.1665361866
313	0.1665349172
314	0.1665330141
315	0.1665314567
316	0.1665294534
317	0.1665276524
318	0.1665260448
319	0.1665245439
320	0.1665236613
321	0.1665218511
322	0.1665201266
323	0.1665191167
324	0.1665171674
325	0.16651608
326	0.1665156775
327	0.1665146182
328	0.166512406
329	0.1665069305
330	0.1665056188
331	0.1665044548
332	0.1665035955
333	0.1665024315
334	0.166499602
335	0.1664978581
336	0.1664963152
337	0.1664945028
338	0.1664935561
339	0.1664913876
340	0.1664892705
341	0.166488431
342	0.1664877133
343	0.1664862735
344	0.1664841939
345	0.1664829105
346	0.1664823796
347	0.1664797019
348	0.1664782015
349	0.1664769896
350	0.1664760404
351	0.1664745482
352	0.1664732675
353	0.1664717482
354	0.1664704554
355	0.166469583
356	0.1664688128
357	0.1664656263
358	0.1664649488
359	0.1664626216
360	0.1664614002
361	0.1664599111
362	0.1664584295
363	0.1664566322
364	0.166453949
365	0.1664521141
366	0.1664509584
367	0.1664497607
368	0.1664489974
369	0.1664478716
370	0.1664473205
371	0.1664460613
372	0.1664444164
373	0.1664434293
374	0.1664416746
375	0.1664410902
376	0.1664405041
377	0.1664397078
378	0.1664390087
379	0.1664385597
380	0.1664370741
381	0.1664348766
382	0.1664334999
383	0.1664312663
384	0.1664304648
385	0.1664298366
386	0.1664292011
387	0.1664281638
388	0.1664265847
389	0.1664258712
390	0.1664244307
391	0.1664227361
392	0.1664221875
393	0.1664213254
394	0.1664202323
395	0.1664187041
396	0.1664175777
397	0.1664160548
398	0.1664147124
399	0.1664137552
400	0.1664112318
401	0.1664097636
402	0.1664080833
403	0.1664064206
404	0.1664055227
405	0.1664043047
406	0.1664032318
407	0.1664023371
408	0.1664008941
409	0.1663996891
410	0.1663979681
411	0.16639619
412	0.1663945931
413	0.1663939389
414	0.1663923834
415	0.1663904675
416	0.1663890641
417	0.1663880328
418	0.1663868394
419	0.1663850999
420	0.1663844757
421	0.1663832157
422	0.1663826035
423	0.166380547
424	0.1663798963
425	0.1663783426
426	0.1663767459
427	0.1663752106
428	0.1663742122
429	0.1663732978
430	0.1663717026
431	0.1663697313
432	0.1663684201
433	0.1663668805
434	0.1663651776
435	0.1663634796
436	0.1663623193
437	0.1663604635
438	0.1663596608
439	0.1663584301
440	0.1663572054
441	0.1663559655
442	0.1663548444
443	0.1663535376
444	0.1663522765
445	0.1663495605
446	0.166347223
447	0.1663453712
448	0.1663439427
449	0.1663429748
450	0.1663418755
451	0.1663411076
452	0.1663406464
453	0.1663387526
454	0.1663380027
455	0.1663373875
456	0.1663359844
457	0.166334934
458	0.1663331641
459	0.1663323867
460	0.1663309708
461	0.1663301371
462	0.1663289959
463	0.1663279234
464	0.1663268789
465	0.1663253248
466	0.1663238643
467	0.1663224138
468	0.166320642
469	0.1663199734
470	0.1663187313
471	0.1663175143
472	0.1663161237
473	0.1663145221
474	0.1663139492
475	0.166311599
476	0.1663112704
477	0.1663103385
478	0.1663092617
479	0.1663081612
480	0.1663054991
481	0.1663047125
482	0.1663039288
483	0.1663024768
484	0.1663015851
485	0.1662996274
486	0.1662985681
487	0.1662972914
488	0.166296654
489	0.1662950506
490	0.1662940685
491	0.1662930849
492	0.166292444
493	0.166290204
494	0.1662890975
495	0.1662872852
496	0.1662860987
497	0.1662855189
498	0.1662847198
499	0.1662829063
500	0.1662820814
501	0.1662811501
502	0.1662795308
503	0.1662781132
504	0.1662759701
505	0.1662745226
506	0.166273322
507	0.1662721025
508	0.1662714515
509	0.1662707049
510	0.1662696246
511	0.1662684917
512	0.1662667341
513	0.1662654411
514	0.1662645524
515	0.1662636373
516	0.1662625714
517	0.166261805
518	0.1662603248
519	0.1662588853
520	0.166256782
521	0.1662555778
522	0.1662545912
523	0.166253072
524	0.1662521777
525	0.166251714
526	0.1662512611
527	0.1662499572
528	0.1662479872
529	0.1662473617
530	0.1662458772
531	0.1662454675
532	0.1662442564
533	0.1662433846
534	0.1662420308
535	0.1662407919
536	0.1662393201
537	0.1662382651
538	0.1662373048
539	0.1662366215
540	0.1662359888
541	0.1662344558
542	0.1662327026
543	0.1662313232
544	0.1662304016
545	0.1662294986
546	0.1662283518
547	0.1662268331
548	0.1662250468
549	0.1662244848
550	0.1662228387
551	0.1662219727
552	0.1662207454
553	0.1662185732
554	0.1662174237
555	0.1662160329
556	0.1662146108
557	0.1662124411
558	0.1662111787
559	0.1662107407
560	0.1662103685
561	0.1662090631
562	0.1662081188
563	0.1662069272
564	0.1662061817
565	0.1662047601
566	0.1662035384
567	0.1662018319
568	0.166200425
569	0.1661989408
570	0.1661976775
571	0.1661967655
572	0.1661956773
573	0.1661946699
574	0.1661925533
575	0.1661918344
576	0.1661906301
577	0.1661884626
578	0.1661875554
579	0.166186663
580	0.1661861964
581	0.166185642
582	0.1661844688
583	0.1661831941
584	0.1661821483
585	0.1661801375
586	0.1661790337
587	0.1661773569
588	0.1661761928
589	0.1661751634
590	0.1661739124
591	0.1661724313
592	0.1661708668
593	0.1661698312
594	0.1661687412
595	0.1661672537
596	0.1661662048
597	0.1661645926
598	0.1661637001
599	0.1661633513
600	0.1661623457
601	0.1661611435
602	0.1661596735
603	0.1661576494
604	0.1661563894
605	0.1661553403
606	0.1661540578
607	0.1661526565
608	0.1661512186
609	0.1661507907
610	0.166150204
611	0.1661489921
612	0.1661486882
613	0.1661475745
614	0.166146598
615	0.1661452864
616	0.1661432281
617	0.1661416283
618	0.1661397513
619	0.1661380526
620	0.1661365038
621	0.1661345654
622	0.166133539
623	0.1661320976
624	0.1661308069
625	0.166129307
626	0.1661284208
627	0.1661266417
628	0.1661254965
629	0.1661244128
630	0.1661229344
631	0.1661219373
632	0.1661209751
633	0.1661198415
634	0.1661184533
635	0.1661179098
636	0.1661165696
637	0.1661156239
638	0.1661144409
639	0.1661135989
640	0.1661129784
641	0.1661116824
642	0.1661102556
643	0.1661096125
644	0.1661084096
645	0.1661073936
646	0.1661055098
647	0.1661041406
648	0.1661024357
649	0.166101767
650	0.1661003818
651	0.1660992988
652	0.1660977844
653	0.1660969974
654	0.1660953179
655	0.1660945456
656	0.1660929825
657	0.1660920125
658	0.1660916138
659	0.166090116
660	0.1660887145
661	0.1660871799
662	0.166086508
663	0.1660854852
664	0.1660844291
665	0.1660834147
666	0.1660816633
667	0.1660803446
668	0.1660788125
669	0.1660778923
670	0.1660760002
671	0.1660753157
672	0.1660740018
673	0.1660727292
674	0.1660720034
675	0.1660707148
676	0.1660686435
677	0.1660676259
678	0.1660660477
679	0.1660647438
680	0.1660632123
681	0.1660615937
682	0.1660604873
683	0.1660590082
684	0.1660574374
685	0.1660565979
686	0.16605499
687	0.1660534788
688	0.1660524069
689	0.166051172
690	0.1660491994
691	0.166048305
692	0.1660474208
693	0.1660451428
694	0.1660442905
695	0.1660428607
696	0.1660419195
697	0.1660410068
698	0.1660401436
699	0.1660390875
700	0.1660378017
701	0.166036547
702	0.1660355968
703	0.1660343851
704	0.1660335622
705	0.1660321522
706	0.1660302643
707	0.1660290799
708	0.1660271026
709	0.1660258993
710	0.1660241937
711	0.1660230207
712	0.1660218676
713	0.1660203977
714	0.166018921
715	0.1660179521
716	0.1660170838
717	0.1660154569
718	0.1660140177
719	0.1660118731
720	0.1660111152
721	0.1660096191
722	0.1660087942
723	0.166007766
724	0.1660063779
725	0.166004559
726	0.1660033675
727	0.1660020439
728	0.1660002698
729	0.1659995533
730	0.1659991582
731	0.1659980225
732	0.1659969526
733	0.1659956508
734	0.1659948087
735	0.1659936191
736	0.1659919466
737	0.1659897525
738	0.1659888643
739	0.1659884394
740	0.1659876015
741	0.1659854369
742	0.1659841479
743	0.1659822113
744	0.1659813607
745	0.165980363
746	0.1659789394
747	0.165977788
748	0.1659769781
749	0.1659752482
750	0.1659733543
751	0.1659719489
752	0.1659702621
753	0.165969251
754	0.1659686605
755	0.1659669577
756	0.1659650111
757	0.1659641326
758	0.1659632283
759	0.1659618198
760	0.1659607325
761	0.1659590855
762	0.1659579473
763	0.1659567906
764	0.1659557654
765	0.1659549711
766	0.165953984
767	0.1659527648
768	0.1659522328
769	0.1659509328
770	0.1659495642
771	0.1659488396
772	0.1659466354
773	0.165945691
774	0.165944774
775	0.1659438121
776	0.1659422663
777	0.1659405722
778	0.1659391015
779	0.1659379069
780	0.1659364677
781	0.1659345293
782	0.1659330375
783	0.1659318217
784	0.1659308575
785	0.1659297144
786	0.1659285659
787	0.1659266449
788	0.1659250121
789	0.1659229882
790	0.1659217334
791	0.16592074
792	0.1659200503
793	0.1659192552
794	0.1659180065
795	0.1659171182
796	0.1659162287
797	0.1659151436
798	0.165914004
799	0.1659136155
800	0.1659126706
801	0.1659116315
802	0.1659095352
803	0.16590744
804	0.1659056262
805	0.1659034223
806	0.1659016561
807	0.1659009974
808	0.1658993895
809	0.1658981166
810	0.1658967354
811	0.1658956877
812	0.1658946685
813	0.1658931817
814	0.1658918213
815	0.1658911786
816	0.1658900771
817	0.1658890392
818	0.1658883132
819	0.1658867438
820	0.1658860084
821	0.165884397
822	0.1658834923
823	0.1658819238
824	0.1658801739
825	0.1658787451
826	0.1658774663
827	0.1658759925
828	0.1658747145
829	0.1658742563
830	0.1658732776
831	0.1658726646
832	0.1658718569
833	0.1658709149
834	0.1658701908
835	0.1658687096
836	0.1658677783
837	0.1658661201
838	0.1658649334
839	0.1658642014
840	0.1658627653
841	0.1658618391
842	0.1658607074
843	0.1658595852
844	0.1658585208
845	0.1658565164
846	0.1658549754
847	0.1658534195
848	0.1658521935
849	0.1658517944
850	0.1658508455
851	0.1658499389
852	0.165848948
853	0.1658485118
854	0.1658477435
855	0.165846198
856	0.1658451559
857	0.1658439117
858	0.1658432561
859	0.1658422038
860	0.1658406084
861	0.1658390246
862	0.1658380017
863	0.1658369199
864	0.1658365239
865	0.1658346653
866	0.1658332286
867	0.1658326016
868	0.1658309421
869	0.1658294665
870	0.1658280937
871	0.1658273453
872	0.1658265403
873	0.1658260681
874	0.1658241914
875	0.165822605
876	0.1658193795
877	0.165817916
878	0.1658169816
879	0.1658150604
880	0.1658123847
881	0.1658109916
882	0.1658102647
883	0.1658097852
884	0.1658080877
885	0.1658067052
886	0.1658061147
887	0.165804987
888	0.1658032155
889	0.1658022604
890	0.1658015832
891	0.1658012405
892	0.1658006405
893	0.1657994271
894	0.1657981703
895	0.1657972364
896	0.1657950044
897	0.1657932484
898	0.1657925229
899	0.1657919313
900	0.1657894719
901	0.1657885845
902	0.165787502
903	0.1657858386
904	0.1657847774
905	0.1657837399
906	0.1657827456
907	0.1657811729
908	0.1657795231
909	0.1657785716
910	0.1657774421
911	0.1657770343
912	0.1657758836
913	0.1657745032
914	0.1657733142
915	0.1657720617
916	0.165770193
917	0.1657697866
918	0.1657683012
919	0.165766518
920	0.165765617
921	0.1657653307
922	0.1657645869
923	0.1657634667
924	0.165762723
925	0.1657615239
926	0.1657607961
927	0.1657594984
928	0.1657591431
929	0.1657582573
930	0.165757581
931	0.1657561782
932	0.1657552249
933	0.1657540539
934	0.1657533758
935	0.1657528272
936	0.1657507845
937	0.1657503835
938	0.1657494693
939	0.1657482147
940	0.1657474206
941	0.1657467299
942	0.1657460252
943	0.1657456605
944	0.1657441722
945	0.1657435253
946	0.1657425471
947	0.1657410119
948	0.1657400399
949	0.1657393904
950	0.1657385488
951	0.1657377074
952	0.1657365548
953	0.1657352246
954	0.1657334994
955	0.1657327861
956	0.165732287
957	0.1657316867
958	0.1657306366
959	0.1657293941
960	0.1657278252
961	0.1657268828
962	0.1657263919
963	0.1657253004
964	0.1657246384
965	0.1657238206
966	0.1657227752
967	0.1657223121
968	0.1657212786
969	0.1657199265
970	0.1657193358
971	0.1657182223
972	0.16571675
973	0.1657156021
974	0.1657145713
975	0.1657141109
976	0.1657130256
977	0.1657120161
978	0.1657107699
979	0.1657098301
980	0.1657086927
981	0.1657073296
982	0.1657065787
983	0.1657051022
984	0.1657047103
985	0.1657043162
986	0.1657035388
987	0.1657020204
988	0.165700917
989	0.1657000308
990	0.1656989622
991	0.1656976258
992	0.1656968816
993	0.1656957619
994	0.1656951418
995	0.1656945073
996	0.1656934053
997	0.1656923615
998	0.1656915143
999	0.1656901004
1000	0.1656895633
1001	0.1656883229
1002	0.1656869168
1003	0.1656859531
1004	0.1656848373
1005	0.1656839243
1006	0.1656828136
1007	0.1656814643
1008	0.1656806993
1009	0.1656796556
1010	0.1656785904
1011	0.1656778315
1012	0.1656768892
1013	0.1656760197
1014	0.1656751818
1015	0.1656743478
1016	0.1656728858
1017	0.1656722154
1018	0.1656711542
1019	0.1656702102
1020	0.1656691537
1021	0.1656678999
1022	0.1656661404
1023	0.1656655103
1024	0.1656643432
1025	0.1656629698
1026	0.1656624196
1027	0.1656613373
1028	0.1656597536
1029	0.1656580086
1030	0.1656569347
1031	0.1656558186
1032	0.1656548204
1033	0.1656542782
1034	0.1656534527
1035	0.1656524175
1036	0.1656519009
1037	0.1656509365
1038	0.1656503562
1039	0.1656489393
1040	0.1656482022
1041	0.1656471659
1042	0.16564619
1043	0.1656452691
1044	0.1656441519
1045	0.16564365
1046	0.1656432724
1047	0.1656413485
1048	0.1656406256
1049	0.1656388093
1050	0.1656379406
1051	0.1656362443
1052	0.1656350674
1053	0.1656341065
1054	0.1656337299
1055	0.1656326732
1056	0.1656319046
1057	0.1656311716
1058	0.1656301355
1059	0.1656291174
1060	0.1656279386
1061	0.1656262953
1062	0.1656252761
1063	0.1656241863
1064	0.1656225546
1065	0.1656218823
1066	0.1656209924
1067	0.1656202697
1068	0.1656191817
1069	0.1656186863
1070	0.1656181877
1071	0.1656176064
1072	0.1656158514
1073	0.1656145852
1074	0.1656131018
1075	0.1656117091
1076	0.1656109809
1077	0.1656091953
1078	0.1656077045
1079	0.1656064756
1080	0.1656050304
1081	0.1656041073
1082	0.1656038431
1083	0.1656031309
1084	0.1656012516
1085	0.165600511
1086	0.165599307
1087	0.1655983968
1088	0.1655966991
1089	0.1655957666
1090	0.1655954209
1091	0.1655941978
1092	0.1655924901
1093	0.165591687
1094	0.1655904884
1095	0.1655891337
1096	0.1655881424
1097	0.1655867052
1098	0.1655859612
1099	0.1655841018
1100	0.1655829093
1101	0.1655812381
1102	0.1655803607
1103	0.1655792265
1104	0.1655774373
1105	0.1655765873
1106	0.1655759336
1107	0.1655748295
1108	0.1655737577
1109	0.1655724092
1110	0.1655715551
1111	0.1655706246
1112	0.1655692965
1113	0.1655685181
1114	0.1655674132
1115	0.1655668242
1116	0.1655665465
1117	0.1655658097
1118	0.1655647344
1119	0.1655623931
1120	0.1655612798
1121	0.1655595495
1122	0.1655589406
1123	0.1655574383
1124	0.1655569047
1125	0.1655548733
1126	0.1655534127
1127	0.1655524727
1128	0.1655517014
1129	0.1655508677
1130	0.1655499738
1131	0.1655488555
1132	0.1655478592
1133	0.1655466559
1134	0.1655457284
1135	0.1655445821
1136	0.1655432312
1137	0.1655429422
1138	0.1655413232
1139	0.1655397013
1140	0.1655386599
1141	0.1655375155
1142	0.16553663
1143	0.1655350252
1144	0.1655342662
1145	0.1655327275
1146	0.1655317512
1147	0.1655306942
1148	0.1655294917
1149	0.1655279965
1150	0.1655271983
1151	0.1655268257
1152	0.1655250209
1153	0.1655237972
1154	0.1655228043
1155	0.1655216809
1156	0.1655207468
1157	0.1655201641
1158	0.1655187622
1159	0.1655176821
1160	0.1655170597
1161	0.1655161392
1162	0.1655149965
1163	0.1655140378
1164	0.1655131696
1165	0.1655123345
1166	0.1655116617
1167	0.1655107727
1168	0.1655099693
1169	0.1655090663
1170	0.1655079163
1171	0.1655069727
1172	0.1655040984
1173	0.1655029871
1174	0.165501877
1175	0.1654991866
1176	0.1654979617
1177	0.1654967246
1178	0.1654957949
1179	0.1654938882
1180	0.1654926905
1181	0.1654921389
1182	0.16549066
1183	0.1654894832
1184	0.1654891313
1185	0.1654878383
1186	0.1654868153
1187	0.1654848992
1188	0.1654836578
1189	0.1654833055
1190	0.1654826983
1191	0.1654811982
1192	0.1654806276
1193	0.1654799447
1194	0.1654786257
1195	0.1654777478
1196	0.1654767999
1197	0.1654753191
1198	0.1654742836
1199	0.1654730843
1200	0.1654723396
1201	0.1654717703
1202	0.1654705487
1203	0.1654700121
1204	0.1654692978
1205	0.1654679498
1206	0.1654674507
1207	0.1654662234
1208	0.1654650989
1209	0.1654643801
1210	0.165463534
1211	0.1654616404
1212	0.1654609308
1213	0.1654603524
1214	0.1654598684
1215	0.165458924
1216	0.1654583963
1217	0.1654569052
1218	0.1654554832
1219	0.1654549046
1220	0.1654545084
1221	0.1654540969
1222	0.1654525548
1223	0.1654516346
1224	0.1654506934
1225	0.1654497513
1226	0.1654488051
1227	0.1654477406
1228	0.1654457943
1229	0.1654449474
1230	0.1654443442
1231	0.1654431715
1232	0.1654418302
1233	0.1654402421
1234	0.1654390345
1235	0.1654374882
1236	0.1654366689
1237	0.165435986
1238	0.165435065
1239	0.1654337841
1240	0.1654322683
1241	0.1654313098
1242	0.1654302496
1243	0.1654291756
1244	0.1654285637
1245	0.1654271881
1246	0.1654257856
1247	0.1654248197
1248	0.1654236305
1249	0.1654227223
1250	0.1654213254
1251	0.1654197043
1252	0.1654188651
1253	0.1654177704
1254	0.1654166793
1255	0.165415588
1256	0.1654144329
1257	0.1654140135
1258	0.1654132378
1259	0.165412048
1260	0.1654113116
1261	0.1654105985
1262	0.1654089321
1263	0.1654082047
1264	0.1654072042
1265	0.1654054394
1266	0.1654046187
1267	0.1654035452
1268	0.1654022363
1269	0.1654010311
1270	0.1654002562
1271	0.1653994868
1272	0.1653987843
1273	0.1653975291
1274	0.1653969269
1275	0.1653958113
1276	0.1653942169
1277	0.1653934054
1278	0.1653925845
1279	0.165391357
1280	0.1653896555
1281	0.1653886727
1282	0.1653873219
1283	0.165385616
1284	0.1653838903
1285	0.1653830613
1286	0.1653821908
1287	0.165381537
1288	0.1653804865
1289	0.1653794936
1290	0.165378519
1291	0.1653782211
1292	0.165376584
1293	0.165375628
1294	0.1653749295
1295	0.1653741879
1296	0.1653730834
1297	0.1653721989
1298	0.1653706105
1299	0.1653690028
1300	0.1653677581
1301	0.1653671606
1302	0.1653658802
1303	0.165365284
1304	0.1653648921
1305	0.1653640184
1306	0.165362886
1307	0.1653623182
1308	0.1653608446
1309	0.1653596452
1310	0.1653592404
1311	0.1653580773
1312	0.165356409
1313	0.1653555606
1314	0.1653543115
1315	0.1653533636
1316	0.165352684
1317	0.1653513718
1318	0.1653508823
1319	0.1653500094
1320	0.1653488599
1321	0.1653478122
1322	0.1653470562
1323	0.1653464841
1324	0.1653455123
1325	0.1653449021
1326	0.1653441075
1327	0.1653434082
1328	0.1653425731
1329	0.1653416587
1330	0.1653404767
1331	0.165339099
1332	0.165338527
1333	0.1653373627
1334	0.165336948
1335	0.1653356247
1336	0.1653343445
1337	0.1653332502
1338	0.1653317327
1339	0.1653303672
1340	0.1653297674
1341	0.1653290923
1342	0.1653280353
1343	0.1653264269
1344	0.1653251353
1345	0.1653237076
1346	0.1653217603
1347	0.1653207143
1348	0.1653192263
1349	0.1653176405
1350	0.1653169095
1351	0.1653159044
1352	0.1653145101
1353	0.1653136154
1354	0.1653125082
1355	0.1653115808
1356	0.1653108347
1357	0.1653091881
1358	0.1653083253
1359	0.1653071599
1360	0.1653061433
1361	0.1653057601
1362	0.1653039914
1363	0.1653021857
1364	0.165301838
1365	0.1653006167
1366	0.1652991319
1367	0.1652983195
1368	0.1652970176
1369	0.16529597
1370	0.1652953832
1371	0.1652944584
1372	0.165293869
1373	0.1652930338
1374	0.1652925311
1375	0.1652908519
1376	0.1652899568
1377	0.1652898062
1378	0.1652892422
1379	0.1652886142
1380	0.165287605
1381	0.1652868906
1382	0.1652860915
1383	0.1652851601
1384	0.1652842938
1385	0.1652838212
1386	0.1652829239
1387	0.1652814226
1388	0.1652803579
1389	0.1652796559
1390	0.1652790269
1391	0.1652777671
1392	0.1652767315
1393	0.1652759005
1394	0.1652745835
1395	0.1652727606
1396	0.1652718293
1397	0.1652702618
1398	0.1652697158
1399	0.1652689222
1400	0.1652676436
1401	0.165266656
1402	0.16526612
1403	0.1652655905
1404	0.1652647551
1405	0.1652637675
1406	0.1652633012
1407	0.1652624122
1408	0.1652615213
1409	0.1652608056
1410	0.165259931
1411	0.1652591943
1412	0.1652577609
1413	0.1652575439
1414	0.1652557475
1415	0.1652546113
1416	0.1652529223
1417	0.1652522181
1418	0.1652515053
1419	0.1652508017
1420	0.1652500561
1421	0.1652484033
1422	0.1652476437
1423	0.165246482
1424	0.1652453204
1425	0.1652446068
1426	0.1652439375
1427	0.1652429406
1428	0.1652418865
1429	0.1652415088
1430	0.1652409473
1431	0.1652388498
1432	0.1652375205
1433	0.16523584
1434	0.1652348392
1435	0.1652321271
1436	0.1652307252
1437	0.1652297958
1438	0.1652293245
1439	0.1652281921
1440	0.1652270765
1441	0.165226444
1442	0.1652260268
1443	0.1652251542
1444	0.1652241305
1445	0.1652237963
1446	0.1652225102
1447	0.1652216944
1448	0.1652206545
1449	0.1652202
1450	0.165219406
1451	0.1652186002
1452	0.1652176968
1453	0.1652167788
1454	0.1652156317
1455	0.1652146128
1456	0.1652131857
1457	0.1652121238
1458	0.1652110307
1459	0.1652101482
1460	0.1652091647
1461	0.1652083359
1462	0.1652073522
1463	0.1652066196
1464	0.1652052848
1465	0.1652040455
1466	0.1652033161
1467	0.1652023092
1468	0.1652011577
1469	0.1651997185
1470	0.1651991784
1471	0.1651983425
1472	0.1651977571
1473	0.1651974175
1474	0.165196756
1475	0.1651955999
1476	0.1651945251
1477	0.1651933163
1478	0.165191796
1479	0.1651910742
1480	0.1651896893
1481	0.165188474
1482	0.1651876227
1483	0.1651855612
1484	0.1651851418
1485	0.1651843491
1486	0.1651837669
1487	0.1651824697
1488	0.165181751
1489	0.1651805266
1490	0.1651800758
1491	0.1651790379
1492	0.1651781916
1493	0.1651775684
1494	0.165176526
1495	0.1651745941
1496	0.1651730709
1497	0.1651724255
1498	0.1651718297
1499	0.1651704621
1500	0.1651687991
1501	0.1651681403
1502	0.1651665537
1503	0.1651650689
1504	0.1651643253
1505	0.1651635833
1506	0.1651630552
1507	0.1651619942
1508	0.1651610964
1509	0.1651597858
1510	0.1651585908
1511	0.1651569106
