iter	RMSE
1512	0.1651557326
1513	0.1651549657
1514	0.1651542762
1515	0.1651534999
1516	0.1651516622
1517	0.1651508782
1518	0.1651492767
1519	0.1651475577
1520	0.1651467489
1521	0.1651453591
1522	0.1651440104
1523	0.1651435241
1524	0.1651423866
1525	0.1651411232
1526	0.1651404049
1527	0.1651390599
1528	0.1651383624
1529	0.1651370348
1530	0.1651360941
1531	0.1651348484
1532	0.1651340718
1533	0.1651332067
1534	0.1651314261
1535	0.1651297752
1536	0.1651286185
1537	0.1651270409
1538	0.1651260992
1539	0.1651246571
1540	0.1651237612
1541	0.165122517
1542	0.1651216814
1543	0.1651199022
1544	0.1651190167
1545	0.1651180835
1546	0.1651179032
1547	0.1651168748
1548	0.1651159427
1549	0.1651150651
1550	0.1651137931
1551	0.165112544
1552	0.1651114106
1553	0.1651108474
1554	0.165110094
1555	0.1651092304
1556	0.1651084516
1557	0.1651076887
1558	0.165107049
1559	0.1651054011
1560	0.1651046847
1561	0.1651041565
1562	0.1651026789
1563	0.1651019458
1564	0.1651008124
1565	0.1650995214
1566	0.165099007
1567	0.1650983457
1568	0.1650979856
1569	0.1650974923
1570	0.165096334
1571	0.1650955458
1572	0.1650945055
1573	0.1650936653
1574	0.1650933808
1575	0.165092232
1576	0.165090622
1577	0.1650901342
1578	0.1650888306
1579	0.1650876662
1580	0.1650863016
1581	0.1650857858
1582	0.1650851106
1583	0.1650838614
1584	0.1650831256
1585	0.1650825447
1586	0.1650815173
1587	0.1650805119
1588	0.1650798056
1589	0.1650785647
1590	0.1650778256
1591	0.1650772111
1592	0.1650760849
1593	0.1650747735
1594	0.1650736733
1595	0.1650724948
1596	0.1650715481
1597	0.1650700877
1598	0.1650691713
1599	0.1650685845
1600	0.1650677979
1601	0.1650662191
1602	0.1650651572
1603	0.1650642001
1604	0.1650634732
1605	0.16506236
1606	0.1650616735
1607	0.1650598729
1608	0.1650592721
1609	0.165058105
1610	0.1650563309
1611	0.1650559009
1612	0.1650551034
1613	0.1650537526
1614	0.1650528315
1615	0.16505143
1616	0.1650501716
1617	0.1650487432
1618	0.165048199
1619	0.1650472458
1620	0.1650462992
1621	0.1650455385
1622	0.1650446984
1623	0.1650439263
1624	0.1650430929
1625	0.1650424186
1626	0.165041461
1627	0.1650405785
1628	0.1650400596
1629	0.1650388718
1630	0.1650376896
1631	0.1650370554
1632	0.1650359015
1633	0.1650352708
1634	0.1650340862
1635	0.1650326027
1636	0.1650320055
1637	0.1650313035
1638	0.1650303697
1639	0.1650293248
1640	0.1650284231
1641	0.1650271772
1642	0.1650264201
1643	0.1650254539
1644	0.1650243905
1645	0.1650238046
1646	0.1650232411
1647	0.1650225523
1648	0.165021674
1649	0.1650208596
1650	0.1650200126
1651	0.1650194984
1652	0.1650188741
1653	0.1650184221
1654	0.1650175256
1655	0.165015633
1656	0.1650149949
1657	0.165013989
1658	0.1650120508
1659	0.1650108179
1660	0.1650095496
1661	0.1650084584
1662	0.1650075451
1663	0.1650062804
1664	0.165005867
1665	0.1650049614
1666	0.1650039473
1667	0.1650026384
1668	0.1650019971
1669	0.1650011876
1670	0.1650005274
1671	0.1649991507
1672	0.1649988135
1673	0.164997803
1674	0.1649952991
1675	0.1649946824
1676	0.1649929953
1677	0.1649918172
1678	0.1649908783
1679	0.1649902632
1680	0.1649892068
1681	0.1649882315
1682	0.1649877203
1683	0.164986493
1684	0.1649850643
1685	0.1649836416
1686	0.1649829266
1687	0.1649818243
1688	0.1649815482
1689	0.1649811969
1690	0.1649806968
1691	0.1649801397
1692	0.1649792341
1693	0.1649784992
1694	0.1649776277
1695	0.1649766739
1696	0.1649752364
1697	0.1649741
1698	0.1649734392
1699	0.1649723866
1700	0.1649718793
1701	0.1649710076
1702	0.1649698194
1703	0.1649684085
1704	0.1649666188
1705	0.1649661051
1706	0.1649652384
1707	0.1649647336
1708	0.1649639403
1709	0.164962733
1710	0.1649620335
1711	0.1649610901
1712	0.164960675
1713	0.1649602246
1714	0.1649592971
1715	0.1649588139
1716	0.1649583861
1717	0.1649570074
1718	0.164956521
1719	0.1649556659
1720	0.164954008
1721	0.1649535745
1722	0.1649529372
1723	0.164952102
1724	0.1649512004
1725	0.1649503362
1726	0.1649492433
1727	0.1649484954
1728	0.164948174
1729	0.1649476671
1730	0.1649467739
1731	0.1649462769
1732	0.1649448913
1733	0.1649437537
1734	0.1649429255
1735	0.1649424013
1736	0.1649418414
1737	0.1649408724
1738	0.1649401786
1739	0.1649387712
1740	0.1649372258
1741	0.1649365742
1742	0.1649350659
1743	0.1649336146
1744	0.164932845
1745	0.1649317396
1746	0.1649308134
1747	0.1649302927
1748	0.1649291462
1749	0.1649278982
1750	0.1649271641
1751	0.1649262552
1752	0.1649256154
1753	0.1649235964
1754	0.1649228685
1755	0.1649215458
1756	0.1649208846
1757	0.1649202948
1758	0.1649193091
1759	0.1649179261
1760	0.1649169847
1761	0.1649157673
1762	0.1649148241
1763	0.1649139859
1764	0.1649133788
1765	0.1649116653
1766	0.1649106061
1767	0.1649100246
1768	0.1649083573
1769	0.1649074678
1770	0.1649064698
1771	0.1649060932
1772	0.1649054407
1773	0.1649047868
1774	0.1649037167
1775	0.1649024522
1776	0.1649016571
1777	0.1649010117
1778	0.1649001695
1779	0.1648995197
1780	0.1648990383
1781	0.1648976389
1782	0.164896844
1783	0.1648957699
1784	0.1648950158
1785	0.1648940736
1786	0.1648933053
1787	0.1648914836
1788	0.1648906895
1789	0.1648899447
1790	0.1648887665
1791	0.1648878458
1792	0.1648868619
1793	0.1648865071
1794	0.1648854037
1795	0.1648850849
1796	0.1648841481
1797	0.164883183
1798	0.164882134
1799	0.1648808295
1800	0.1648801078
1801	0.1648794678
1802	0.1648787318
1803	0.1648780753
1804	0.1648770902
1805	0.1648762608
1806	0.1648752578
1807	0.1648746206
1808	0.1648738803
1809	0.164872436
1810	0.1648717341
1811	0.1648708378
1812	0.1648699499
1813	0.1648687087
1814	0.1648680573
1815	0.1648672999
1816	0.1648664738
1817	0.1648651996
1818	0.1648625316
1819	0.1648620186
1820	0.1648609198
1821	0.1648598516
1822	0.1648590736
1823	0.1648584374
1824	0.1648578377
1825	0.1648568388
1826	0.1648541957
1827	0.1648528458
1828	0.1648518283
1829	0.1648507939
1830	0.1648502869
1831	0.1648495914
1832	0.1648484631
1833	0.1648467616
1834	0.1648456917
1835	0.1648453182
1836	0.1648446664
1837	0.1648432583
1838	0.1648420622
1839	0.1648406557
1840	0.1648397869
1841	0.1648386665
1842	0.1648373013
1843	0.1648359291
1844	0.1648356921
1845	0.1648348849
1846	0.164834031
1847	0.1648337142
1848	0.1648330487
1849	0.1648321651
1850	0.1648312018
1851	0.1648305122
1852	0.1648298004
1853	0.1648289134
1854	0.1648283989
1855	0.1648276122
1856	0.1648260419
1857	0.164825391
1858	0.1648245949
1859	0.1648238098
1860	0.1648228383
1861	0.1648220494
1862	0.1648214856
1863	0.1648205297
1864	0.164819438
1865	0.1648190907
1866	0.1648185157
1867	0.1648177919
1868	0.164816698
1869	0.1648155818
1870	0.1648144968
1871	0.1648137051
1872	0.1648129754
1873	0.1648109621
1874	0.16480957
1875	0.1648086921
1876	0.1648074704
1877	0.1648062962
1878	0.1648055567
1879	0.1648036007
1880	0.1648025803
1881	0.1648017711
1882	0.164800616
1883	0.1647995848
1884	0.1647990442
1885	0.1647978753
1886	0.1647967512
1887	0.1647960841
1888	0.1647948845
1889	0.1647944534
1890	0.1647941355
1891	0.1647929924
1892	0.1647922398
1893	0.1647918542
1894	0.164790797
1895	0.1647898768
1896	0.1647894154
1897	0.1647872482
1898	0.1647867383
1899	0.1647862184
1900	0.1647850314
1901	0.1647845353
1902	0.1647835958
1903	0.1647829267
1904	0.1647821267
1905	0.1647805342
1906	0.1647799343
1907	0.1647782165
1908	0.1647769159
1909	0.1647759115
1910	0.1647751089
1911	0.1647740896
1912	0.1647737373
1913	0.1647726363
1914	0.1647715714
1915	0.1647702697
1916	0.1647697782
1917	0.1647686801
1918	0.1647672378
1919	0.1647662314
1920	0.1647648453
1921	0.1647640978
1922	0.1647630732
1923	0.1647622709
1924	0.1647606667
1925	0.1647590724
1926	0.1647581968
1927	0.1647577077
1928	0.1647568947
1929	0.1647563356
1930	0.1647550739
1931	0.1647543504
1932	0.1647530529
1933	0.1647516481
1934	0.1647505791
1935	0.1647499812
1936	0.1647494292
1937	0.1647480164
1938	0.1647466273
1939	0.1647451024
1940	0.1647444386
1941	0.1647433982
1942	0.1647428091
1943	0.1647426051
1944	0.1647422157
1945	0.1647415948
1946	0.1647402979
1947	0.1647398074
1948	0.1647386918
1949	0.1647372786
1950	0.1647363093
1951	0.1647351206
1952	0.1647349585
1953	0.1647343449
1954	0.1647333537
1955	0.1647328894
1956	0.1647318577
1957	0.1647308208
1958	0.1647304054
1959	0.164729769
1960	0.1647285176
1961	0.1647277292
1962	0.1647270546
1963	0.1647261739
1964	0.1647247892
1965	0.1647238008
1966	0.1647229028
1967	0.1647223409
1968	0.1647214113
1969	0.1647203494
1970	0.1647195196
1971	0.1647188504
1972	0.1647181403
1973	0.164717379
1974	0.1647162169
1975	0.1647150435
1976	0.1647142778
1977	0.164712981
1978	0.1647118974
1979	0.1647112418
1980	0.1647103071
1981	0.1647091233
1982	0.1647082037
1983	0.1647068738
1984	0.1647059763
1985	0.1647053366
1986	0.1647042037
1987	0.1647032364
1988	0.164702323
1989	0.1647016192
1990	0.1647007055
1991	0.1646998631
1992	0.1646985568
1993	0.1646978833
1994	0.1646971677
1995	0.164695997
1996	0.164694333
1997	0.1646932585
1998	0.1646923768
1999	0.1646907722
2000	0.1646901697
2001	0.1646892586
2002	0.1646880358
2003	0.1646874227
2004	0.1646869933
2005	0.1646861748
2006	0.1646856
2007	0.164684205
2008	0.1646834927
2009	0.1646817806
2010	0.1646806808
2011	0.1646797247
2012	0.1646787559
2013	0.1646777605
2014	0.1646764979
2015	0.1646753573
2016	0.1646746674
2017	0.1646741335
2018	0.164673425
2019	0.1646726625
2020	0.1646715165
2021	0.1646704891
2022	0.1646695529
2023	0.1646689025
2024	0.164667316
2025	0.16466652
2026	0.1646653942
2027	0.1646639365
2028	0.164662655
2029	0.1646619136
2030	0.1646609842
2031	0.1646601494
2032	0.1646596103
2033	0.1646593085
2034	0.1646584032
2035	0.1646576579
2036	0.1646567744
2037	0.1646556239
2038	0.164655102
2039	0.1646539518
2040	0.1646535078
2041	0.1646530187
2042	0.1646522393
2043	0.1646508177
2044	0.1646498328
2045	0.1646489378
2046	0.1646478519
2047	0.1646469894
2048	0.1646456898
2049	0.1646449181
2050	0.164644105
2051	0.1646426908
2052	0.1646415302
2053	0.164640993
2054	0.1646404983
2055	0.1646401327
2056	0.1646386367
2057	0.1646380085
2058	0.1646369032
2059	0.1646362317
2060	0.1646351485
2061	0.1646343724
2062	0.1646338776
2063	0.1646331828
2064	0.1646324224
2065	0.1646319507
2066	0.1646309271
2067	0.1646305093
2068	0.1646299402
2069	0.16462927
2070	0.1646274433
2071	0.1646268065
2072	0.1646261757
2073	0.1646251045
2074	0.1646247084
2075	0.16462379
2076	0.1646229808
2077	0.164622647
2078	0.1646219702
2079	0.1646216118
2080	0.1646200209
2081	0.1646186054
2082	0.164618205
2083	0.1646167974
2084	0.1646157567
2085	0.1646150649
2086	0.1646140702
2087	0.1646129565
2088	0.1646124025
2089	0.1646119428
2090	0.1646108986
2091	0.1646102085
2092	0.1646097164
2093	0.1646087324
2094	0.1646083131
2095	0.1646069453
2096	0.1646054268
2097	0.1646049436
2098	0.1646035456
2099	0.1646031307
2100	0.1646017699
2101	0.1646012645
2102	0.1645997279
2103	0.1645982643
2104	0.1645974703
2105	0.1645970761
2106	0.1645965609
2107	0.1645960861
2108	0.1645952237
2109	0.1645943475
2110	0.1645937011
2111	0.1645930179
2112	0.1645920486
2113	0.1645911404
2114	0.1645896087
2115	0.1645885651
2116	0.1645874094
2117	0.1645870601
2118	0.1645859992
2119	0.1645843539
2120	0.1645835157
2121	0.1645824161
2122	0.1645811115
2123	0.1645801998
2124	0.1645792108
2125	0.1645785059
2126	0.1645776706
2127	0.1645762439
2128	0.1645757655
2129	0.1645751383
2130	0.1645745253
2131	0.1645737195
2132	0.1645722881
2133	0.1645716891
2134	0.1645708375
2135	0.1645701423
2136	0.1645693441
2137	0.164567971
2138	0.164567261
2139	0.1645663072
2140	0.1645645835
2141	0.1645639293
2142	0.1645627959
2143	0.1645620512
2144	0.1645613053
2145	0.1645593447
2146	0.1645572309
2147	0.1645565416
2148	0.1645559676
2149	0.1645545439
2150	0.1645536226
2151	0.1645530066
2152	0.1645525443
2153	0.1645516585
2154	0.1645512339
2155	0.1645503701
2156	0.1645488309
2157	0.1645479386
2158	0.1645467766
2159	0.1645458616
2160	0.1645453747
2161	0.1645439219
2162	0.1645421513
2163	0.1645415783
2164	0.1645409816
2165	0.1645400949
2166	0.1645388463
2167	0.1645379341
2168	0.1645364874
2169	0.1645362042
2170	0.1645357356
2171	0.164534795
2172	0.1645336891
2173	0.1645322104
2174	0.164531886
2175	0.1645312952
2176	0.1645301962
2177	0.1645292612
2178	0.1645288548
2179	0.1645280957
2180	0.1645274974
2181	0.1645265124
2182	0.1645256817
2183	0.164524909
2184	0.1645244965
2185	0.164523646
2186	0.1645229055
2187	0.1645221199
2188	0.1645216419
2189	0.1645209641
2190	0.1645200119
2191	0.1645192386
2192	0.1645177984
2193	0.1645171379
2194	0.1645159203
2195	0.1645149124
2196	0.1645138303
2197	0.164513225
2198	0.1645125713
2199	0.1645118998
2200	0.164511106
2201	0.1645096329
2202	0.164509009
2203	0.1645083244
2204	0.1645073755
2205	0.1645070784
2206	0.1645061525
2207	0.1645057352
2208	0.1645048599
2209	0.1645038655
2210	0.1645028601
2211	0.1645025381
2212	0.1645009486
2213	0.1644998577
2214	0.1644990928
2215	0.1644985542
2216	0.1644979219
2217	0.1644958467
2218	0.164495328
2219	0.1644947184
2220	0.1644939082
2221	0.1644931109
2222	0.1644922035
2223	0.1644914278
2224	0.1644903459
2225	0.164489682
2226	0.1644883245
2227	0.1644874398
2228	0.1644871089
2229	0.1644866353
2230	0.1644848227
2231	0.1644828567
2232	0.1644818024
2233	0.164480998
2234	0.1644802713
2235	0.1644796019
2236	0.164478695
2237	0.1644773582
2238	0.1644760843
2239	0.1644755151
2240	0.1644752503
2241	0.1644746668
2242	0.1644732132
2243	0.1644724603
2244	0.1644718835
2245	0.1644710837
2246	0.1644693905
2247	0.1644691019
2248	0.1644688916
2249	0.1644683752
2250	0.1644679768
2251	0.1644674379
2252	0.164466546
2253	0.1644652371
2254	0.1644647067
2255	0.1644638812
2256	0.1644633225
2257	0.1644626084
2258	0.1644614823
2259	0.164460861
2260	0.1644600014
2261	0.1644588117
2262	0.1644580232
2263	0.1644570468
2264	0.1644558608
2265	0.1644549237
2266	0.1644545723
2267	0.1644537749
2268	0.1644529774
2269	0.1644518135
2270	0.1644505523
2271	0.1644497739
2272	0.1644490229
2273	0.1644476191
2274	0.1644468745
2275	0.16444562
2276	0.1644445122
2277	0.1644436688
2278	0.1644430465
2279	0.1644425384
2280	0.1644419714
2281	0.164441427
2282	0.1644405302
2283	0.1644398072
2284	0.1644389574
2285	0.1644384394
2286	0.1644375558
2287	0.1644371926
2288	0.1644364803
2289	0.1644355357
2290	0.1644343526
2291	0.1644338577
2292	0.1644331797
2293	0.1644321998
2294	0.1644317791
2295	0.1644304185
2296	0.1644296735
2297	0.1644289747
2298	0.1644276079
2299	0.164426785
2300	0.1644258971
2301	0.1644250568
2302	0.1644239699
2303	0.1644235059
2304	0.1644227932
2305	0.1644218857
2306	0.1644214155
2307	0.164420976
2308	0.1644208078
2309	0.1644185983
2310	0.1644177226
2311	0.1644170091
2312	0.1644163993
2313	0.1644155471
2314	0.1644146706
2315	0.1644142863
2316	0.1644131131
2317	0.1644115417
2318	0.1644107947
2319	0.164409506
2320	0.1644089844
2321	0.1644084806
2322	0.1644080115
2323	0.1644077195
2324	0.1644070371
2325	0.1644062165
2326	0.1644055185
2327	0.1644045018
2328	0.1644033465
2329	0.1644021502
2330	0.1644003558
2331	0.1643999515
2332	0.1643992563
2333	0.1643982133
2334	0.1643971152
2335	0.1643959041
2336	0.164395735
2337	0.1643946
2338	0.164393036
2339	0.1643919055
2340	0.1643914018
2341	0.1643907176
2342	0.1643901743
2343	0.1643897451
2344	0.1643889167
2345	0.1643882138
2346	0.1643870322
2347	0.1643867585
2348	0.1643856271
2349	0.1643846173
2350	0.1643837764
2351	0.164383143
2352	0.1643815546
2353	0.164380883
2354	0.1643800025
2355	0.1643791114
2356	0.1643786706
2357	0.1643781055
2358	0.1643772976
2359	0.1643759293
2360	0.1643754612
2361	0.164373721
2362	0.1643728133
2363	0.1643721495
2364	0.1643714056
2365	0.1643709806
2366	0.1643700425
2367	0.164369458
2368	0.1643684918
2369	0.1643679637
2370	0.1643672003
2371	0.1643668813
2372	0.1643663329
2373	0.164365157
2374	0.1643642719
2375	0.1643638635
2376	0.1643629369
2377	0.164362007
2378	0.1643603711
2379	0.1643585709
2380	0.1643579201
2381	0.1643571997
2382	0.164355298
2383	0.1643545661
2384	0.1643538191
2385	0.1643530313
2386	0.1643517891
2387	0.1643510871
2388	0.1643507184
2389	0.1643497762
2390	0.1643487824
2391	0.1643480676
2392	0.164347361
2393	0.1643462307
2394	0.1643457802
2395	0.1643450089
2396	0.1643442096
2397	0.1643431945
2398	0.1643428158
2399	0.1643418424
2400	0.1643414525
2401	0.1643407703
2402	0.1643399039
2403	0.1643395051
2404	0.1643386667
2405	0.1643374146
2406	0.1643364077
2407	0.1643358933
2408	0.1643353424
2409	0.1643345675
2410	0.1643334699
2411	0.1643330192
2412	0.1643325004
2413	0.164331977
2414	0.1643312082
2415	0.1643308105
2416	0.1643301951
2417	0.164328537
2418	0.164328066
2419	0.1643271998
2420	0.1643265984
2421	0.1643257295
2422	0.1643253246
2423	0.1643240571
2424	0.1643233817
2425	0.1643231245
2426	0.1643216941
2427	0.164320894
2428	0.164320249
2429	0.1643189582
2430	0.1643182019
2431	0.164317563
2432	0.164315797
2433	0.1643154817
2434	0.1643143527
2435	0.1643132028
2436	0.1643122608
2437	0.16431088
2438	0.1643102703
2439	0.1643091464
2440	0.1643087714
2441	0.16430826
2442	0.1643071098
2443	0.1643066304
2444	0.1643061392
2445	0.1643055213
2446	0.1643042279
2447	0.1643029691
2448	0.1643027427
2449	0.1643020652
2450	0.1643012332
2451	0.1643004387
2452	0.1642999929
2453	0.1642995729
2454	0.1642989359
2455	0.1642983178
2456	0.1642971231
2457	0.1642962969
2458	0.1642951105
2459	0.1642940229
2460	0.1642934514
2461	0.1642926409
2462	0.1642919968
2463	0.1642908809
2464	0.1642901438
2465	0.1642890899
2466	0.164288734
2467	0.1642878587
2468	0.1642873348
2469	0.1642866141
2470	0.1642862109
2471	0.1642851834
2472	0.164284244
2473	0.164283487
2474	0.1642826959
2475	0.1642819689
2476	0.1642811221
2477	0.1642804824
2478	0.1642798945
2479	0.1642787643
2480	0.1642783742
2481	0.1642775253
2482	0.1642764027
2483	0.1642757377
2484	0.1642747797
2485	0.1642730964
2486	0.1642726178
2487	0.1642721259
2488	0.164271347
2489	0.1642707674
2490	0.1642703125
2491	0.1642687921
2492	0.1642680736
2493	0.1642675401
2494	0.1642669607
2495	0.164266509
2496	0.1642658622
2497	0.1642653797
2498	0.1642639652
2499	0.1642628329
2500	0.1642623428
2501	0.1642619039
2502	0.1642611121
2503	0.1642602803
2504	0.1642595437
2505	0.1642593362
2506	0.1642587816
2507	0.1642581714
2508	0.1642568863
2509	0.1642564407
2510	0.1642562897
2511	0.1642551061
2512	0.1642541941
2513	0.1642530058
2514	0.1642522127
2515	0.1642512001
2516	0.1642505431
2517	0.1642497024
2518	0.1642490463
2519	0.1642475826
2520	0.1642464643
2521	0.1642458641
2522	0.1642450467
2523	0.1642443584
2524	0.1642431588
2525	0.1642422611
2526	0.1642417668
2527	0.1642402863
2528	0.1642399736
2529	0.1642394412
2530	0.1642389276
2531	0.1642378786
2532	0.1642370168
2533	0.1642359375
2534	0.1642346721
2535	0.1642341865
2536	0.1642336853
2537	0.1642330828
2538	0.164232673
2539	0.1642318865
2540	0.1642310172
2541	0.1642297165
2542	0.1642291107
2543	0.1642284646
2544	0.1642280741
2545	0.1642271532
2546	0.1642266054
2547	0.1642248823
2548	0.1642244654
2549	0.1642239559
2550	0.1642231937
2551	0.1642229582
2552	0.1642218723
2553	0.1642207437
2554	0.1642200896
2555	0.1642195642
2556	0.1642186488
2557	0.1642180099
2558	0.1642172359
2559	0.1642160349
2560	0.1642154115
2561	0.1642143772
2562	0.1642134176
2563	0.1642126856
2564	0.164212155
2565	0.1642111512
2566	0.1642104885
2567	0.164209219
2568	0.1642078029
2569	0.1642070133
2570	0.1642063468
2571	0.1642056016
2572	0.1642049575
2573	0.1642046769
2574	0.1642036268
2575	0.1642029523
2576	0.1642018847
2577	0.1642010329
2578	0.1642002257
2579	0.1641993427
2580	0.1641984166
2581	0.1641979509
2582	0.1641973764
2583	0.1641961029
2584	0.1641959164
2585	0.1641945351
2586	0.1641938808
2587	0.1641930821
2588	0.1641922082
2589	0.1641914028
2590	0.1641908448
2591	0.1641889101
2592	0.1641880244
2593	0.1641873295
2594	0.1641859423
2595	0.1641852244
2596	0.1641841437
2597	0.1641836842
2598	0.1641828622
2599	0.1641821371
2600	0.1641808674
2601	0.1641798332
2602	0.1641786398
2603	0.1641777672
2604	0.164176873
2605	0.1641760783
2606	0.1641755401
2607	0.1641739105
2608	0.1641733524
2609	0.1641731243
2610	0.1641724847
2611	0.1641721272
2612	0.1641713773
2613	0.1641705265
2614	0.1641684547
2615	0.1641673521
2616	0.1641666797
2617	0.1641655135
2618	0.164164486
2619	0.1641633579
2620	0.1641622925
2621	0.1641612772
2622	0.1641601793
2623	0.1641593598
2624	0.1641589996
2625	0.1641582187
2626	0.1641571768
2627	0.1641563872
2628	0.1641552878
2629	0.1641543304
2630	0.1641534879
2631	0.1641528171
2632	0.16415261
2633	0.1641519396
2634	0.1641510093
2635	0.1641501611
2636	0.1641495469
2637	0.1641485122
2638	0.1641478821
2639	0.1641473564
2640	0.16414648
2641	0.1641451088
2642	0.1641448036
2643	0.1641443678
2644	0.1641438576
2645	0.1641430634
2646	0.1641424604
2647	0.1641418599
2648	0.1641413344
2649	0.1641405573
2650	0.1641398308
2651	0.1641388107
2652	0.1641375325
2653	0.1641370359
2654	0.1641363506
2655	0.1641356525
2656	0.1641348639
2657	0.1641340148
2658	0.1641331469
2659	0.1641322067
2660	0.1641317076
2661	0.1641311835
2662	0.1641296192
2663	0.1641287405
2664	0.164128177
2665	0.1641266949
2666	0.164126239
2667	0.1641251664
2668	0.1641238553
2669	0.1641233259
2670	0.1641226641
2671	0.164121737
2672	0.1641210192
2673	0.164120061
2674	0.1641195261
2675	0.1641188476
2676	0.1641179781
2677	0.1641176218
2678	0.1641168314
2679	0.1641155137
2680	0.1641146707
2681	0.1641132801
2682	0.1641127311
2683	0.1641119645
2684	0.1641106595
2685	0.1641095451
2686	0.1641090454
2687	0.164108083
2688	0.1641075386
2689	0.1641062673
2690	0.1641051456
2691	0.1641047801
2692	0.1641040128
2693	0.1641036888
2694	0.164103125
2695	0.1641021242
2696	0.1641015595
2697	0.1641011047
2698	0.164100073
2699	0.164099041
2700	0.1640978379
2701	0.1640970389
2702	0.1640967426
2703	0.1640954199
2704	0.1640943022
2705	0.1640929868
2706	0.1640923308
2707	0.1640912461
2708	0.1640900799
2709	0.1640899522
2710	0.1640889936
2711	0.1640883964
2712	0.1640876575
2713	0.1640862733
2714	0.1640854147
2715	0.1640843972
2716	0.1640836287
2717	0.1640829995
2718	0.1640826743
2719	0.1640810337
2720	0.1640803599
2721	0.1640795743
2722	0.1640788973
2723	0.164078286
2724	0.164077719
2725	0.1640766315
2726	0.1640750879
2727	0.164074485
2728	0.1640732454
2729	0.1640725702
2730	0.1640723422
2731	0.1640707069
2732	0.1640699436
2733	0.1640691947
2734	0.164068935
2735	0.1640680693
2736	0.1640669022
2737	0.1640663199
2738	0.164065542
2739	0.1640650696
2740	0.1640646207
2741	0.1640640846
2742	0.1640633443
2743	0.1640623834
2744	0.1640616685
2745	0.1640611939
2746	0.1640606511
2747	0.1640598233
2748	0.1640590386
2749	0.1640580836
2750	0.1640567526
2751	0.1640561745
2752	0.1640551098
2753	0.1640542797
2754	0.1640531238
2755	0.164052112
2756	0.1640512435
2757	0.1640504453
2758	0.1640500523
2759	0.1640491585
2760	0.1640480308
2761	0.1640472391
2762	0.1640468659
2763	0.1640461357
2764	0.1640451075
2765	0.1640444172
2766	0.1640436481
2767	0.1640432001
2768	0.164042103
2769	0.1640411509
2770	0.1640403837
2771	0.1640395392
2772	0.1640390139
2773	0.1640381295
2774	0.1640376349
2775	0.1640371944
2776	0.1640364445
2777	0.1640355198
2778	0.1640348452
2779	0.164034038
2780	0.1640333359
2781	0.1640327974
2782	0.1640315223
2783	0.1640306457
2784	0.1640304196
2785	0.1640297722
2786	0.1640293205
2787	0.1640285906
2788	0.1640280822
2789	0.1640272865
2790	0.164026374
2791	0.1640252691
2792	0.1640245562
2793	0.1640238863
2794	0.1640232671
2795	0.16402294
2796	0.1640224372
2797	0.164021201
2798	0.1640206962
2799	0.1640198446
2800	0.1640189983
2801	0.1640183382
2802	0.1640174084
2803	0.1640168676
2804	0.1640160706
2805	0.1640153687
2806	0.1640148939
2807	0.1640136631
2808	0.1640128196
2809	0.1640122557
2810	0.1640115447
2811	0.1640103793
2812	0.1640097082
2813	0.1640087307
2814	0.1640081186
2815	0.1640075038
2816	0.1640065024
2817	0.1640056948
2818	0.1640052297
2819	0.1640048883
2820	0.1640044118
2821	0.1640038031
2822	0.1640027463
2823	0.1640021297
2824	0.1640012405
2825	0.1639995804
2826	0.1639986215
2827	0.1639976077
2828	0.1639971207
2829	0.1639957479
2830	0.1639950765
2831	0.1639938793
2832	0.16399354
2833	0.1639921697
2834	0.1639917191
2835	0.1639910599
2836	0.1639904894
2837	0.1639900654
2838	0.1639898369
2839	0.1639887986
2840	0.163988088
2841	0.1639869954
2842	0.1639866133
2843	0.1639859632
2844	0.1639850294
2845	0.1639839915
2846	0.1639830836
2847	0.163982481
2848	0.1639816874
2849	0.1639810549
2850	0.1639802745
2851	0.1639791397
2852	0.1639787466
2853	0.1639783156
2854	0.1639778219
2855	0.1639771948
2856	0.1639768458
2857	0.1639763976
2858	0.1639756605
2859	0.1639744935
2860	0.1639738819
2861	0.1639733502
2862	0.163972657
2863	0.1639722779
2864	0.1639715745
2865	0.163971299
2866	0.1639705077
2867	0.1639700457
2868	0.1639693979
2869	0.1639688886
2870	0.1639675044
2871	0.1639670405
2872	0.1639664313
2873	0.1639659728
2874	0.1639649516
2875	0.1639641827
2876	0.1639637166
2877	0.1639633585
2878	0.1639620967
2879	0.1639611707
2880	0.1639605818
2881	0.1639599416
2882	0.1639589522
2883	0.1639582572
2884	0.1639568165
2885	0.1639564453
2886	0.1639557213
2887	0.1639548485
2888	0.1639535813
2889	0.1639529677
2890	0.1639519901
2891	0.1639513815
2892	0.1639505894
2893	0.1639501234
2894	0.1639489505
2895	0.1639482938
2896	0.1639477581
2897	0.1639467717
2898	0.1639459844
2899	0.1639453323
2900	0.1639441505
2901	0.1639433425
2902	0.1639419992
2903	0.1639412622
2904	0.1639405095
2905	0.1639397537
2906	0.1639392822
2907	0.1639382769
2908	0.1639378169
2909	0.1639372578
2910	0.1639367225
2911	0.1639355566
2912	0.163934238
2913	0.163933919
2914	0.1639330089
2915	0.1639321222
2916	0.1639314525
2917	0.1639311306
2918	0.1639301691
2919	0.1639293495
2920	0.1639284508
2921	0.1639272262
2922	0.1639268265
2923	0.163926304
